split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,positive_mae,positive_rmse
train,0.3001058542813523,0.3975176897504678,0.2331905615025606,-0.0003985056437864195,0.7517732867223059,0.8819474792990823,0.8750554311012525,0.6044909415667262,0.8798162796631794,0.3001058542813523,0.3975176897504678
val,0.45666014294154816,0.5991594240671881,0.34560568062282226,-0.006056395175148759,0.4346655087247686,0.6598705584451932,0.6345085617707854,0.4403341288782816,0.7279236276849642,0.45666014294154816,0.5991594240671881
