split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.21795603687883747,0.3099824051515129,0.1563197866006929,0.008325749868397545,0.852173955550036,0.9319637676830635,0.9398933556319389,0.7611311955177864,0.944332284770803,0.2172652948656535,0.306584391595473,0.21887165468572978,0.3144300697331555,0.24420604311984395,0.21691076919666755,0.157033611031985,0.21772382772264184
val,0.40232602489548,0.5653990296086013,0.2892142986135723,0.020860426761104514,0.5273599544612738,0.7268730169207395,0.7244661078093828,0.5160349854227405,0.7813411078717201,0.3778370480652026,0.5162297822828052,0.43427729031472495,0.6237506226249856,0.5553377165279241,0.42411410161621427,,0.37834218847679635
