split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.4449528136125908,0.5678680950896249,0.3690525896180632,8.001050060575638e-05,0.5038970527438904,0.7225871582484561,0.6962364529243308,0.4183294990375135,0.726325179585896,0.4359937390793604,0.5587754734521558,0.45682857622631856,0.5797011025141803,0.4721733809311823,0.45557604231586984,0.21916563480323423,0.43930510061660694
val,0.5121727941920066,0.6643047699721388,0.4206140470946784,0.04304670976556992,0.347538125275505,0.5945367283819197,0.5629545971283094,0.3674198250728863,0.6732507288629738,0.4949388653819913,0.6357065007482766,0.5346582511158079,0.6998627104001915,0.6695061906579527,0.5234586532782135,,0.49509118185845347
