split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.4874469050306787,0.6219882591918391,0.4094500698080612,0.006321034722418348,0.4048297114318,0.6535810220639895,0.6376612122416625,0.3767000015650187,0.6891716356010454,0.4738093269582027,0.6080301067023146,0.5055242900567979,0.6400215572088039,0.5657902802110216,0.5006361022080535,0.3144133392640109,0.4758848151122847
val,0.5315056312646025,0.6854195066951579,0.4413579296760459,0.04413603826591913,0.30540233653491644,0.563798440349949,0.539299581803907,0.3448979591836735,0.6451166180758018,0.5072549250294578,0.6424401040322938,0.5631460201993191,0.7377405288086564,0.7533861271527137,0.5472935741015098,,0.5067858355323724
