split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold
train,0.4936114032099645,0.6244130943836536,0.4181230795802362,-9.692620913202288e-05,0.39170712172723043,0.6426410346655561,0.6141017385441098,0.36806640024592685,0.6783031048263142
val,0.5437807757604953,0.6962988806669749,0.45831174032852884,0.027493286609134863,0.2921840394214731,0.5509512359462453,0.5426969033460888,0.341079416719921,0.6313251612153605
