split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse
train,0.17978627995801624,0.25685987043273484,0.12043974670100299,4.7822020817744274e-05,0.8926725429257218,0.9470442321688652,0.9492529331850286,0.8135493372606775,0.9634756995581738,0.17978627995801624,0.25685987043273484
val,0.4236536660298911,0.5488073271136626,0.3309223711576661,-0.014533236031047125,0.5643106652678149,0.7514506138143945,0.6951932109876385,0.46016483516483514,0.7568681318681318,0.4236536660298911,0.5488073271136626
