split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse
train,0.20214742912443437,0.2815115898828864,0.14930975898595666,-0.049957589176831727,0.8710827952162715,0.9390989536674337,0.9495377168723108,0.7879234167893961,0.9569955817378498,0.20214742912443437,0.2815115898828864
val,0.4151105743637244,0.5657460859046266,0.3075443940540293,-0.01856707548393607,0.5370007975358726,0.734980667513669,0.7132208654673908,0.49038461538461536,0.7651098901098901,0.4151105743637244,0.5657460859046266
