split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.3956789280425146,0.5055119623350136,0.328225222992803,8.367260740062751e-05,0.6068667803874471,0.7930400753636722,0.7741738510327322,0.46294818223077766,0.783589213891106,0.38354166762873004,0.49150687782208013,0.41176755671955806,0.5234993179756716,0.43482008565733543,0.40988838686142137,0.21618941493605998,0.3857075676876659
val,0.49249782379101825,0.6437750838057955,0.3967911930332881,0.033642228290088144,0.3872423724036398,0.6258805798694695,0.6126467015118795,0.3821428571428571,0.6881924198250728,0.4683607311858414,0.6008606900455915,0.5239899787153268,0.695798181945706,0.6413577577481933,0.5141733734634899,,0.4684563918466322
