split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold
train,0.23361068771932034,0.33306043361865273,0.1666386923802079,-0.0010821994854596042,0.8269327813334583,0.9096202171811162,0.9035672774793728,0.7297018137104212,0.9300830003074085
val,0.480221955484078,0.6712730907432246,0.3430013032803285,0.025139118033681927,0.34214916038749943,0.6231296055246597,0.6228264586156003,0.4553535118805554,0.7112647417649451
