split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.18493255087270055,0.26000755633422473,0.13389402251078986,0.012969553393115226,0.8966123307806508,0.9480051296540075,0.9457464936763067,0.8123339895628262,0.9670166557295085,0.18481226203925474,0.257481200352656,0.1850923481133334,0.2633262004159006,0.19296381903379461,0.18448220927025935,0.13901294055004204,0.1852530402212299
val,0.386655356598227,0.5442232028425308,0.2756435788291758,0.030844607163312707,0.5518511977995713,0.7471266491569065,0.7386664823906106,0.5341902313624679,0.7924348145427837,0.3741005463197604,0.5195280969511646,0.4028675846808041,0.5745442179131999,0.4278472243342514,0.40099858633106883,0.20328910281840817,0.3754001932437309
