split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae,phylum_unknown_mae
train,0.23433375883327295,0.3269707800429722,0.17035118071147726,0.005198582109541742,0.8351935830176991,0.9199349714999832,0.9203795411471355,0.72828229111271,0.9334313510808021,0.23261587725056715,0.3230429097261606,0.23658907267467863,0.3320569366165402,0.24100070335186038,0.2363807520608158,0.14033928034164775,0.23381370950629957,0.21186531312467238
val,0.41220162581402087,0.5699739482144089,0.30035529979334197,0.018069972302074,0.5229225100032902,0.7237943057600852,0.7117326018123,0.5006788138620936,0.773276170060736,0.39681879404249787,0.5441696566676051,0.4324203701368364,0.602210967088294,0.5109935322131302,0.4252094681241195,0.21375471547658564,0.39971176185799184,
