split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse
train,0.28552748741410716,0.37753055247940204,0.22229032865169107,-0.0001100249015249606,0.7774105999651215,0.8890852768202323,0.881555343906553,0.6304641015470052,0.8934549781832606,0.28552748741410716,0.37753055247940204
val,0.43007534771666783,0.5642771448621632,0.33235480481793456,0.02503345787601335,0.5090429867130355,0.7142151859050134,0.6798452199850573,0.4627942293090357,0.7425968109339408,0.43007534771666783,0.5642771448621632
