split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae,phylum_unknown_mae
train,0.15680091079900504,0.2183358241605361,0.11541656183363613,-0.020428082753478988,0.9265137255368157,0.9643072831936101,0.9608296559798053,0.8692088716488879,0.981449619920543,0.15768461855297336,0.21932025593370436,0.1556407386722726,0.21703663797392667,0.1495269549071335,0.15627740632067172,0.10977184992704798,0.15835392859889888,0.13325624225824836
val,0.39193069806954545,0.5505077153170347,0.27724449332545964,-0.012314628716490245,0.5549531475320894,0.7489640428035739,0.7283774658898237,0.5311897106109325,0.7894962486602358,0.38028859366681356,0.5285961066824084,0.4072327397088564,0.5780457686744387,0.481846175142175,0.40033234943271045,0.21548734117107043,0.38264873271448674,
