split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae,phylum_unknown_mae
train,0.3351505181066858,0.4338682957061546,0.27246638256492295,-0.0014128852231394403,0.7098169356788939,0.848086554665412,0.836575372845304,0.5432477242155973,0.8488128382394344,0.32436222338306886,0.4195734433432692,0.3493138869094489,0.4519493188829759,0.37972673580235444,0.34666200524926455,0.18161240667356848,0.32616396683633475,0.36363041784648786
val,0.44326428880958657,0.5866980662325353,0.355239657713428,0.01564869482907629,0.4945150525037696,0.7042182299656969,0.6974919035659708,0.43708467309753485,0.7409789210432297,0.42322877860580516,0.5535799307452131,0.46959837763043233,0.6275749853521778,0.5936631253481627,0.4590058081464896,0.29363736513160954,0.4249146159718413,
