split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold
train,0.6077050493855384,0.7686681772980141,0.5170843664094501,-0.0026798233966508433,0.07817914027058581,0.2800546636199577,0.23600003002336564,0.3021457116507839,0.5705133722717491
val,0.6373897063436901,0.8033381482178454,0.5539088696721385,0.023527113949487376,0.057837663685870955,0.24217185360314206,0.20955988850358753,0.2807761575553361,0.5396502643350956
