split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae,phylum_unknown_mae
train,0.30589152711756934,0.43174732919363323,0.21665587852680268,0.00894495121027957,0.7126471226642661,0.8480334300102602,0.8462712656786539,0.6151343573059718,0.8586823912159415,0.29513179691360136,0.4159149030026931,0.3200173951070134,0.4516911227058062,0.3534440701666606,0.31697207716549003,0.11656071923783048,0.29723119603619813,0.35146183293085936
val,0.43688078410749454,0.5921998801658246,0.3342862710843777,0.030729728220280396,0.48499013936223023,0.6979026229738883,0.6993615037616462,0.4585923544122901,0.7471239728474455,0.4180171631091837,0.5570438449282762,0.4616745760199427,0.6354565497583865,0.5988735097056029,0.44978513938643017,0.2592008202428537,0.41993594534267803,
