split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold
train,0.2132132636708614,0.2993273198893481,0.15379468874833635,0.016831680130559794,0.8602147195101435,0.9306232088105846,0.9265688109881027,0.7645250537964955,0.9478266215800799
val,0.42027223121158314,0.5802454454727973,0.30634145987247985,0.03353184496790193,0.5084672745595896,0.7157447204609848,0.7050681605150331,0.4937547202695637,0.7606460233544414
