split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,positive_mae,positive_rmse
train,0.1361333229642739,0.18424488048470614,0.1046684908453206,-0.03751723793001384,0.946675541279163,0.9754300310341304,0.9765523187882845,0.9112018372033682,0.9931104873692268,0.1361333229642739,0.18424488048470614
val,0.36873207115790585,0.5291396125611181,0.2523284977738908,-0.03188749865896387,0.5590785332568038,0.7525316902247404,0.7325314806106472,0.5692124105011933,0.8102625298329356,0.36873207115790585,0.5291396125611181
