split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.3544587004925852,0.46008784109711237,0.28572354919452236,1.4840272144051094e-05,0.6743445271217525,0.8318585121491017,0.8181458199467972,0.5222467408485532,0.8260481712756468,0.3441505853870806,0.4494817067015314,0.3681226930772985,0.47378105788494557,0.3866676491558906,0.36662214894717765,0.20073562185736438,0.3458886536958429
val,0.48988319253951795,0.6440272371653105,0.39474481861454536,0.043552172893516164,0.386762269469493,0.6276781522648353,0.6154515919638525,0.3862244897959184,0.6966472303206998,0.46593434988328464,0.6007954033926629,0.521129733932255,0.696409265674012,0.683023594156305,0.5076388389543848,,0.4652812820652806
