split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,positive_mae,positive_rmse
train,0.30700372461492564,0.40284520555502634,0.24445521021906402,-0.00020385235300282383,0.7216518124383545,0.8595570907111446,0.8517462512829231,0.5867346938775511,0.8772893772893773,0.30700372461492564,0.40284520555502634
val,0.4377662422616023,0.5627994312053856,0.34735065465157644,-0.010197610307771448,0.4436724171588672,0.6662899828983164,0.6526712163156486,0.4413218035824583,0.7365657813465102,0.4377662422616023,0.5627994312053856
