split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse
train,0.24407360374638434,0.32537689894455324,0.18849984245087548,0.00014455726943169285,0.8132316004080259,0.9086689457773581,0.9025174552069913,0.6947871512726465,0.9310881404912749,0.24407360374638434,0.32537689894455324
val,0.43136879823192864,0.5778320599786844,0.34419010422559837,0.031016925029561916,0.40340488973261845,0.6383996645971508,0.640641552795105,0.44339125855713535,0.7588204318062138,0.43136879823192864,0.5778320599786844
