split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse
train,0.1420183188919929,0.19420027750450558,0.10796171740949889,0.0020638921274149665,0.9411020791611232,0.9709258867011374,0.9706045299997169,0.8985323284410948,0.9885759619198731,0.1420183188919929,0.19420027750450558
val,0.3781027852611913,0.5177691993126539,0.2717819200698089,0.01407549155922498,0.5866375985984363,0.7678466903938644,0.7368589972600207,0.5356871678056189,0.7957479119210327,0.3781027852611913,0.5177691993126539
