split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.2603491617989278,0.35828343160190773,0.1926686704657874,0.016366635077197593,0.8029042430684785,0.8963612686058019,0.88581773325819,0.6802354488444081,0.9135832170523986,0.256613750499941,0.3540534323441133,0.26542867647096885,0.3639566294311219,0.30824289331655286,0.26208462347889167,0.10154718017279127,0.2588674241870471
val,0.4406135282071788,0.595639058172463,0.3327292248165553,0.028442684319788084,0.45894996179009717,0.6841989545217428,0.6694436561094491,0.46100668013049556,0.734969706384962,0.42711495016205864,0.5836075991669696,0.4581693986525656,0.610932464382978,0.5114161096069297,0.4539444134731604,,0.4295311938189304
