split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.42740228025352567,0.5442877392023295,0.35675084130289125,8.646184693103215e-05,0.5442423452762433,0.7498713107020945,0.7254658105442787,0.43210166361488017,0.7463261185971173,0.4164936243256902,0.5321180083534144,0.4418623238387527,0.5600119333039887,0.4546104100243197,0.4407909424608515,0.22736199231244392,0.4193520228017016
val,0.5044824832169899,0.6543694345153808,0.41456640030641356,0.044315701003367576,0.36690860800568603,0.6106874039411659,0.5808500711988108,0.36756559766763847,0.6814868804664723,0.4835755423521765,0.6175396240723304,0.5317601935642104,0.6995126133060626,0.6597975242425645,0.5210498400550504,,0.48484235784574353
