split,mae,rmse,median_ae,mean_error,r2,pearson,spearman,within_2fold,within_4fold,negative_mae,negative_rmse,positive_mae,positive_rmse,phylum_actinomycetota_mae,phylum_bacillota_mae,phylum_bacteroidota_mae,phylum_pseudomonadota_mae
train,0.490699465229181,0.6215699778332764,0.4158038361726346,-7.717470026998752e-05,0.40562993531182157,0.6556624080123583,0.6337939192488695,0.37114418517301284,0.6832715150946054,0.4771592560796754,0.6081127851569602,0.5086477822125169,0.6389715606466708,0.571319149449185,0.5035673966800123,0.32428928565904963,0.4791336983915044
val,0.5321258668874286,0.6831141115837733,0.4450061491145347,0.038424099704563376,0.31006700987554325,0.5681334616845715,0.538259610975645,0.3450437317784257,0.6448250728862974,0.5088380004736451,0.6438910934046906,0.562510019152817,0.7311323215259633,0.7495475427021795,0.5469204438906546,,0.50825660153936
